,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Formatted address,User Ratings Total
9253,TEN & 10 INDIAN RESTAURANT ( king of biryani),ChIJa6mycb4V1moR_YI7cS1iQJE,-37.97361799999999,145.186248,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","270 Railway Parade, Noble Park",,194
9254,NANZ Thai Cuisine,ChIJo8iaIlUT1moRWuWaVYQcLJc,-37.9812045,145.1656059,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","291-293 Corrigan Rd, Keysborough",,50
9255,Eating House Restaurant,ChIJQwokbYo91moRoR9AN4uThQM,-37.9283429,145.2516623,4.2,"['restaurant', 'meal_delivery', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","Wellington Village Shopping Centre, 17/1100 Wellington Rd, Rowville",,704
9256,Tanabe Japanese Restaurant,ChIJhUrQH5lt1moRIbh-LyTorx0,-38.0061111,145.0863889,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","479 Main St, Mordialloc",,133
9257,Lemongrass Restaurant,ChIJIRTkQ4sV1moRmMkmW-SjKpE,-37.9488029,145.1512694,4.6,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","18 Buckingham Ave, Springvale",,29
9258,Moonlight Thai Restaurant,ChIJ09Z9axBr1moRs9y6BJQqU9E,-37.9272639,145.1060191,4.3,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']","1200 Centre Rd, Clarinda",,89
9259,ZARGA Cafe & Restaurant,ChIJSWQq25kX1moRgoC6AD5rRAw,-37.9763633,145.275521,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","1/51 Heatherton Rd, Endeavour Hills",,12
9260,Beletti Restaurant Cafe Bar,ChIJSQKFBggU1moRy2df9TwpRV4,-37.9904375,145.2142831,4.3,"['meal_takeaway', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","159/161 Lonsdale St, Dandenong",,606
9261,Sandown Park Hotel's Restaurant,ChIJCRd70GkV1moRZJQ-z9BqaDo,-37.9488791,145.1725015,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","Princes Hwy &, Corrigan Rd, Springvale",,14
9262,Verona Restaurant,ChIJyZ7d_E0V1moRjeS3zh1wAXg,-37.9018549,145.1430899,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","630 Blackburn Rd, Notting Hill",,17
9263,Richmond Hill Restaurant & Cafe,ChIJ6_Hu_UZs1moR39obfTN9xZ0,-37.9689678,145.0742037,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","268 Warrigal Rd, Cheltenham",,31
9264,Tosaria Restaurant/Cafe,ChIJW0lZCcE91moRNFmOcr9dpcI,-37.9049988,145.2441101,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","60 Henderson Rd, Rowville",,278
9265,Paramount Egg House & Indian Restaurant,ChIJiyclDyAV1moRLiEDQnUEvpI,-37.9350615,145.1593781,4.6,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","884 Princes Hwy, Springvale",,700
9266,Karmaa Indian Restaurant,ChIJB0Gm1vkV1moRdZqvzAPXXCs,-37.9672416,145.1759593,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 1/46 Douglas St, Noble Park",,23
9267,Malaysia Garden Restaurant,ChIJH87zGCFr1moRsFF8iGxlLDs,-37.924433,145.1196957,4.4,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","4/317-319 Clayton Rd, Clayton",,237
9268,SANDALANKA Restaurant,ChIJS5Pr9xAR1moRNUFjfFAlALA,-38.0309568,145.2571118,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","80 Somerville Rd, Hampton Park",,108
9269,Ambula Restaurant,ChIJD1FzH9QW1moRdnmab4pp6KI,-38.003857,145.265871,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","78 Spring Square, Hallam",,423
9270,Afghan Rahimi Restaurant,ChIJQ9hSrAkU1moRYsmMbfjyFbI,-37.9881833,145.2117569,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","23/29 Walker St, Dandenong",,390
9271,Saigon Xua Restaurant,ChIJ-TrhZhUV1moRxVKKz8Qd6E4,-37.9488823,145.1513689,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","20 Buckingham Ave, Springvale",,40
9272,WAZA Japanese Restaurant,ChIJB10W78Jr1moRc4QPKm9Qa5Q,-37.9229147,145.119806,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop3/299 Clayton Rd, Clayton",,20
9273,Oscar's Hangout,ChIJKd49RAlt1moR8HftWUVCZBA,-38.002189,145.0979009,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","11 Hall Mark Rd, Mordialloc",,193
9274,Dandenong Pavilion,ChIJVy81wg0U1moRHkRv-2NGA8k,-37.9820113,145.2103383,4.4,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']","55-61 Princes Hwy, Dandenong",,1197
9275,Mykonos Restaurant Bar,ChIJ7ft7Vlhq1moRl4fsvSWUu0E,-37.9003584,145.0910135,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","58 Portman St, Oakleigh",,258
9276,Delhi Club Indian Restaurant,ChIJLbCYAzht1moRhRhKBSTAd6I,-37.982592,145.071669,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","202-208 Nepean Hwy, Parkdale",,116
9277,Pyramids restaurant & cafe,ChIJH5gdAjgV1moRWR4wvZqF-hk,-37.96652,145.176934,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","3 Ian St, Noble Park",,36
9278,River Kwai Thai and Burmese Restaurant,ChIJB_I8Chpr1moRCLxM4pFGLLk,-37.9284543,145.1160428,4.4,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","3/1310 Centre Rd, Clayton South",,388
9279,Welcome Indian Restaurant,ChIJF_0JYxwR1moRFhiEOgsorl8,-38.0324689,145.2643824,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shopping Centre, Shop/28 Stuart Ave, Hampton Park",,150
9280,Ariake Japanese Cuisine,ChIJaWJ8BTIN1moR5jb-Ev6pSdE,-38.0683333,145.1425,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","6/21 Thompson Rd, Patterson Lakes",,64
9281,Arya Indian Restaurant,ChIJx4p08fUQ1moRx4o8GSlHJEo,-38.0515845,145.2886711,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shopping Centre, Shop10, 101 Seebeck Drive, Amberly Park Dr, Narre Warren South",,446
9282,Maple Leaf Chinese & Malaysian Restaurant,ChIJUUXSUFwU1moROrnuzjqwOck,-37.9611522,145.1896312,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","N/13 Elonera Rd, Noble Park",,155
9283,"Karmic Junction - Indian Food, Vegetarian Restaurants, Cuisine & Catering Services in Lynbrook, Cranbourne, Berwick, Narre warren",ChIJP8egurER1moRI9X3r_C_L_Y,-38.0357587,145.2662808,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","14/6 Fordholm Rd, Hampton Park",,39
9284,Thuan Kieu Vietnamese & Chinese Restaurant,ChIJWevZ21kT1moRJEVaTNbXL7Q,-37.9720368,145.1489828,4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","14/579C Springvale Rd, Springvale South",,26
9285,Royal East Chinese Restaurant,ChIJs99bKyYT1moRa08CtYqn70I,-37.9910737,145.1503021,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","503-509 Cheltenham Rd, Keysborough",,101
9286,Bocconcino's Woodfired Pizzzeria,ChIJrYoIe7lt1moR42WqCrESm6g,-37.993757,145.07654,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","276 Como Parade W, Parkdale",,148
9287,"Positano Italian Restaurant, Hallam",ChIJzXmumikX1moRXn1kVmtG3hs,-38.0056293,145.2720343,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","214A Princes Hwy, Hallam",,561
9288,Top Choice Chinese Restaurant Vegetarian and Non Vegetarian,ChIJK3fFH48U1moRRcmN1jI2ous,-37.9660186,145.1747269,4.1,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","Shop 13-14/21A Douglas St, Noble Park",,79
9289,Clayton Chettinad Restaurant,ChIJN48A1SBr1moR3ubnh1AB1fE,-37.9242631,145.1208687,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","143 Carinish Rd, Clayton",,462
9290,My Cambodia Restaurant,ChIJ8VKQqccU1moR5evSquig_CE,-37.949029,145.151261,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","28 Buckingham Ave, Springvale",,271
9291,BUBBLY BEANS CAFE RESTAURANT,ChIJ9deBL8By1moRDwYPMw02xh0,-38.05292499999999,145.115979,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","413A Nepean Hwy, Chelsea",,144
9292,Kedai Kampung Indonesian Restaurant,ChIJr-WeEjUV1moRIZEv_6ZDm0o,-37.9620367,145.1428227,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","Shop 12/792/806 Heatherton Rd, Springvale South",,32
9293,P and D Foods,ChIJuSN-Q2kU1moR6P37GECIl_8,-37.9612146,145.2214068,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","112 Carlton Rd, Dandenong North",,301
9294,Hoa Nghiem Vegie Hut - Restaurant,ChIJxRAO2acU1moR-9364mTAdP4,-37.9671483,145.1486836,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","442-448 Springvale Rd, Springvale South",,141
9295,Hoa Tran Restaurant,ChIJR2V5a8cU1moR05xhcGPrkiI,-37.9504005,145.1521376,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","246A Springvale Rd, Springvale",,1063
9296,Brown Rice Thai Restaurant,ChIJT5O3W5py1moRZk66PGemcco,-38.0374076,145.1076292,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","249 Nepean Hwy, Edithvale",,220
9297,THE STONEZ RESTAURANT,ChIJ_dh_jfk91moRa3IiP-iaqYc,-37.9193654,145.2354347,3.9,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","1/1091 Stud Rd, Rowville",,324
9298,The Stadium Fish & Chippery,ChIJaRHEyZgV1moRqJDMPdiUFBs,-37.9250725,145.1875805,4.5,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1/2 Stadium Cct, Mulgrave",,90
9299,The Last Piece Restaurant,ChIJqyXayZgV1moRjbTn-hjT9qw,-37.92453709999999,145.1879058,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Shop 7/2 Stadium Cct, Mulgrave",,725
9300,Michelangelo's Aspendale Gardens,ChIJiaDzbU5t1moRHLjAwCmhl6w,-38.02668020000001,145.1316365,4.2,"['grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","4 Springvale Rd, Aspendale Gardens",,524
9301,PHO 93 Vietnamese Restaurant,ChIJraB8m1Nt1moR-SbnxifzBEI,-38.0332805,145.1346316,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","12a/93 Wells Rd, Chelsea Heights",,111
9302,Stanley Burgers,ChIJeVIE6gc91moRwWDAaMsXZ9U,-37.8986992,145.2302429,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","2/5 Lynton Pl, Scoresby",,123
9303,Shams Restaurant,ChIJFd6H8AgU1moR09N_OOi64Uo,-37.9877133,145.2128326,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","202 Thomas St, Dandenong",,255
9304,Adrianos Pizza & Pasta,ChIJ2QHZc_9s1moRtrSj-dvYk5s,-37.9850238,145.0945248,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","200 Lower Dandenong Rd, Mordialloc",,72
9305,Peppercorn Park,ChIJX0Xg1_8Q1moRdkH0wQlM04E,-38.0452947,145.2701314,3.9,"['park', 'point_of_interest', 'establishment']","Horizon Blvd, Hampton Park",,16
9306,Beauty Park,ChIJAQAArCd11moRd0MOL6CCrq8,-38.1490333,145.1241338,4.3,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Beauty Park, Spring St, Frankston",,200
9307,Dandenong Park,ChIJ2cDP7wcU1moRdpi0r8tKWmQ,-37.9918896,145.2166892,4.2,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","174 Lonsdale St, Dandenong",,413
9308,Banjo Paterson Park,ChIJ5TAxK7wR1moRQ5aG6QCK0o0,-38.05440919999999,145.2508108,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Paterson Dr, Lynbrook",,369
9309,K M Reedy Reserve,ChIJOwzoeRUR1moR4D0xBXZWBA8,-38.0246211,145.2497802,4.2,"['park', 'point_of_interest', 'establishment']","11 Pound Rd, Hampton Park",,142
9310,Victory Park,ChIJN-bx9upy1moRAD-7TSGiHQU,-38.05244,145.113677,4.3,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","8-12 Camp St, Chelsea",,112
9311,Tower Hill Park,ChIJLSyN-q4R1moRIF8yBXZWBA8,-38.051161,145.2617747,4.1,"['park', 'point_of_interest', 'establishment']",Lynbrook,,12
9312,Keast Park,ChIJ_b_wKjpz1moRYJEyBXZWBA8,-38.0861594,145.1241338,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Nepean Hwy, Seaford",,264
9313,Braeside Park,ChIJc8EfK9Zs1moR8KoxBXZWBA8,-37.9909881,145.1256931,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Lower Dandenong Rd, Braeside",,704
9314,Ballam Park,ChIJN-RVIhgL1moRcL4xBXZWBA8,-38.1528406,145.1584451,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","260R Cranbourne Rd, Frankston",,1035
9315,Megasaurus Park,ChIJKaGfmpYP1moRGTAdHgtubbU,-38.116963,145.295782,4.2,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",Cranbourne East,,162
9316,Gunns Road Reserve,ChIJvUt5y9sW1moRYKwxBXZWBA8,-37.9959207,145.2596542,4.3,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",Hallam,,180
9317,Maple Street park,ChIJH5v8tAsL1moRDRmQEECsp9I,-38.1502059,145.1788431,3.0,"['park', 'point_of_interest', 'establishment']","8-14 Maple St, Langwarrin",,6
9318,Atrus Park,ChIJLd3ARegP1moRk0RO5RNjDVc,-38.10347290000001,145.2940393,4.0,"['park', 'point_of_interest', 'establishment']","23/25 Waterside Dr, Cranbourne East",,13
9319,Carrum Downs Recreational Reserve,ChIJRThK4q8N1moRYkaRPZ9_zK8,-38.0857309,145.1894425,4.4,"['park', 'point_of_interest', 'establishment']","Wedge Rd, Carrum Downs",,96
9320,Robert Booth Reserve,ChIJu3-YqBAR1moR8LAxBXZWBA8,-38.0301457,145.2587253,4.0,"['park', 'point_of_interest', 'establishment']",Hampton Park,,44
9321,Bruce Park Reserve,ChIJ5afAYc0K1moRnrsATgvcyPI,-38.1619156,145.1389647,4.3,"['park', 'point_of_interest', 'establishment']",Frankston,,61
9322,Studio Park Reserve,ChIJP8X3KHUL1moREL4xBXZWBA8,-38.1467162,145.1810421,4.5,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']","Poplar Grove, Langwarrin",,327
9323,Frog Hollow Reserve,ChIJ9XVTxx4X1moR0KoxBXZWBA8,-37.98999999999999,145.2744444,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",Endeavour Hills,,305
9324,Park reserve,ChIJ0-z2YHsP1moReuf5Rspwun8,-38.1434111,145.286682,0.0,"['park', 'point_of_interest', 'establishment']",Botanic Ridge,,0
9325,Princeton Park,ChIJadj3Qj8O1moRsnws1sWJH7A,-38.0963911,145.2522907,4.2,"['park', 'point_of_interest', 'establishment']","15I Stanford St, Cranbourne West",,15
9326,Rotary Park,ChIJB-KTNfwN1moR9ya0R7EUT4g,-38.1066251,145.1822944,4.3,"['park', 'point_of_interest', 'establishment']",Carrum Downs,,20
9327,Homestead Park - Peet,ChIJu9DVAdcP1moRCFetPz4BxZc,-38.14738140000001,145.28681,4.0,"['park', 'point_of_interest', 'establishment']","151 Nectar Rd, Botanic Ridge",,13
9328,Chelsea Park,ChIJO1tUzepy1moRrlxWgEG_7s8,-38.0502268,145.1134589,4.7,"['park', 'point_of_interest', 'establishment']","3 Showers Ave, Chelsea",,11
9329,Banyan Reserve,ChIJqfn1bVUM1moRcOAxBXZWBA8,-38.0937494,145.1827759,4.2,"['park', 'point_of_interest', 'establishment']",Carrum Downs,,72
9330,Victoria Park,ChIJq-2PAyR11moRzx9rtEFNezg,-38.1510189,145.1215011,4.3,"['park', 'point_of_interest', 'establishment']",Frankston,,23
9331,Carlisle Park,ChIJM904sxgQ1moR-E642a74Jq4,-38.0869646,145.2941412,4.3,"['park', 'point_of_interest', 'establishment']","2-20i Majestic Blvd, Cranbourne",,66
9332,Seaford North Reserve,ChIJ_X9IME5z1moRULgxBXZWBA8,-38.1016702,145.1297319,4.1,"['park', 'point_of_interest', 'establishment']","50 Railway Parade, Seaford",,73
9333,Scott Park,ChIJlTZd7wcR1moRd-70qq38mws,-38.042828,145.259803,3.3,"['park', 'point_of_interest', 'establishment']","24/30 Short Rd, Hampton Park",,9
9334,Dinosaur Park,ChIJsdUUhZYP1moRnR-McJS5bwc,-38.11683379999999,145.2955909,4.8,"['park', 'point_of_interest', 'establishment']",Cranbourne East,,8
9335,Dandenong Creek Trail,ChIJF65p-twT1moRJW7JcpBdG6Y,-38.0005055,145.1941112,4.8,"['park', 'point_of_interest', 'establishment']","Dandenong Creek Trail, Dandenong South",,6
9336,Livvi's Place Casey,ChIJpYTo7t0R1moRX7TvOBF32js,-38.0721443,145.2486896,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Boland Dr, Lyndhurst",,185
9337,Tatterson Park,ChIJf-eHAD0T1moR8F4yBXZWBA8,-37.9979763,145.1555195,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","62 Chapel Rd, Keysborough",,466
9338,Attenborough Park,ChIJyyoPBZxt1moREN6Jy1SUl-k,-38.00960389999999,145.0884724,4.5,"['park', 'point_of_interest', 'establishment']",Aspendale,,4
9339,Dog Park,ChIJmU_j4Qpt1moRc2uTUcpmHl4,-38.0056516,145.0961884,4.6,"['park', 'point_of_interest', 'establishment']","Kevin Hayes Reserve, Crown Ave, Mordialloc",,136
9340,Dog park,ChIJ98F1kLYP1moR1e9Asz2M5EA,-38.108189,145.276347,4.0,"['park', 'point_of_interest', 'establishment']","21 Harry St, Cranbourne",,38
9341,Montague Park,ChIJVytfUiN11moRkL8xBXZWBA8,-38.1542329,145.1185624,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","59-65 Kars St, Frankston",,52
9342,Chelsea Skate Park,ChIJz2JmE7py1moRtyhTDqOZqY0,-38.0485668,145.1255459,4.5,"['park', 'point_of_interest', 'establishment']","Thames Promenade & Scotch Parade, Chelsea",,137
9343,Havana Reserve,ChIJ5YhCxWwL1moRJxCqjz5NvDI,-38.1423019,145.167166,3.9,"['park', 'point_of_interest', 'establishment']","12R Havana Cres, Frankston",,22
9344,Sandarra Park,ChIJc_smabsN1moRvjLWSNDQA0Q,-38.082989,145.194453,4.3,"['park', 'point_of_interest', 'establishment']","Galilee Dr, Sandhurst",,12
9345,Danube Reserve,ChIJqdzldBYN1moR6vtw031JYII,-38.1228559,145.1969918,4.3,"['park', 'point_of_interest', 'establishment']","Danube Cl, Skye",,7
9346,Leash Free Dog Park,ChIJ-5qd72AL1moRiiCzCp_eJlA,-38.1386004,145.176705,0.0,"['park', 'point_of_interest', 'establishment']","12 McClelland Dr, Langwarrin",,0
9347,CS.Park,ChIJ1xZZxL8P1moR7WYFOT9WXAg,-38.104416,145.2760432,3.0,"['park', 'point_of_interest', 'establishment']","Clarendon St, Cranbourne",,2
9348,Max Pawsey Reserve,ChIJOVMH9EwX1moREK8xBXZWBA8,-38.0182369,145.2970708,4.1,"['park', 'point_of_interest', 'establishment']",Narre Warren,,46
9349,Robinson Reserve,ChIJ8wy1GLMW1moRkKwxBXZWBA8,-37.9967842,145.2421112,3.8,"['park', 'point_of_interest', 'establishment']",Doveton,,82
9350,Lower Sweetwater Creek Nature Reserve,ChIJa71fuhR11moRwL8xBXZWBA8,-38.1613889,145.1111111,4.6,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",Frankston South,,204
9351,Peter Scullin Reserve,ChIJhWVGEJpt1moRgO4xBXZWBA8,-38.0084315,145.0845634,4.3,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",Mordialloc,,418
9352,Lipton Reserve,ChIJI7kH4bYL1moRRVquwrNTINc,-38.1563819,145.1530751,4.3,"['park', 'point_of_interest', 'establishment']","26 Lipton Dr, Frankston",,6
9353,Armata Reserve,ChIJK3UGNwQN1moRFXOQ_vA7dyI,-38.1191619,145.1583248,3.7,"['park', 'point_of_interest', 'establishment']",Frankston North,,9
9354,Marriott Reserve,ChIJHc4BJ7Jt1moRPqct5aeDGTs,-37.9891074,145.0884703,4.0,"['park', 'point_of_interest', 'establishment']","Marriott St, Parkdale",,2
9355,Park,ChIJbaH-meQP1moR0FWJRqxEqCc,-38.1002515,145.3015833,3.7,"['park', 'point_of_interest', 'establishment']",Cranbourne East,,13
9356,KCC Park,ChIJb9re6XIO1moRJH7dKg_dB5U,-38.092485,145.2351379,4.5,"['park', 'point_of_interest', 'establishment']",Skye,,253
9357,Fairway Reserve,ChIJCzXhCl511moR_wJqcHROBVs,-38.1358258,145.1344035,4.0,"['park', 'point_of_interest', 'establishment']","13R Fairway St, Frankston",,2
9358,GAA Gaelic Park,ChIJb15mMvYS1moRcLAxBXZWBA8,-38.030068,145.179933,4.2,"['park', 'point_of_interest', 'establishment']",Keysborough,,70
9359,Dog Off-Leash Area,ChIJw5Qmwitz1moRSk-nLjBvSpc,-38.079,145.1332,4.2,"['park', 'point_of_interest', 'establishment']",Carrum,,26
9360,Park,ChIJ4y124-4P1moRpOjR9qcQcoU,-38.1062795,145.2996648,4.2,"['park', 'point_of_interest', 'establishment']","12 Club House Cres, Cranbourne East",,24
9361,McClelland Sculpture Park and Gallery,ChIJZ7e-tHQL1moRl4ymhU0Ou7I,-38.1464738,145.1756121,4.6,"['art_gallery', 'tourist_attraction', 'cafe', 'park', 'food', 'point_of_interest', 'establishment']","390 McClelland Dr, Langwarrin",,776
9362,Church Reserve,ChIJedC82hYT1moRhIZl-s0i8Y4,-37.9993018,145.1644432,3.8,"['park', 'point_of_interest', 'establishment']","Harlequin Dr, Keysborough",,5
9363,Braeside Park - Toilets,ChIJpZp5gdps1moRwg7H8P8g2Wk,-37.9913591,145.1263566,4.0,"['park', 'point_of_interest', 'establishment']",Braeside,,3
9364,Chelsea Holiday Park,ChIJiXrEGspy1moRmfaaqocUte4,-38.0560573,145.1317637,4.0,"['rv_park', 'campground', 'real_estate_agency', 'travel_agency', 'lodging', 'park', 'point_of_interest', 'establishment']","100 Broadway, Bonbeach",,77
9365,Main Street Cafe,ChIJyxeBI5lt1moRiyhb1xdEp8o,-38.0067228,145.0869467,4.2,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","503-505 Main St, Mordialloc",,803
9366,Hendriks Cafe,ChIJYTA_UQht1moRhLtPzKeXI2k,-37.9995879,145.0959077,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","105/107 White St, Mordialloc",,526
9367,Cafe 1,ChIJJxRiMOFVzioRM_g8qs596T4,-38.010375,145.108508,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1 Graham Daff Blvd, Braeside",,40
9368,cafe keys,ChIJDRLA96kT1moRPDfhpyIkdqw,-38.0128541,145.1825214,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",Keysborough,,128
9369,Siesta Cafe & Deli.,ChIJ3UkyRplt1moR0Q7nT51JSFs,-38.007852,145.086937,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","7/600 Main St, Mordialloc",,131
9370,Eeny Meeny,ChIJpRGDudl01moRcQNfJ-f1bac,-38.1442079,145.1249102,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","96 Young St, Frankston",,189
9371,Rustic Bakery Cafe,ChIJXen4Aplt1moRYdZaNLxRjH4,-38.0059197,145.0854224,4.7,"['cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","5/540 Main St, Mordialloc",,35
